uuid,Keywords,label
81,Circular Economy; Electric Vehicle; Vehicle Batteries; Interplay Among; Reverse Supply; Supply Chain,0
82,Proposed Controllers; Communication Delay; Fractional Order; Frequency Control; Load Frequency; Reference Model,1
83,Energy Vehicles; Buffer Operator; Optimised Grey; Grey Buffer; Grey Model,0
84,Crumb Rubber; Copper Slag; Rubber Aggregates; Alkali Treatm,0
85,Airway Management; Endotracheal Tube,1
86,Biochemical Parameters,1
87,Rumex Crispus; Caenorhabditis Elegans; Bioactive Compounds; Among Others,1
88,Tourism Economic; Economic Development; Ecological Efficiency; Regional Ecological; Regional Eco-Efficiency; Spatial Effect,0
89,Energy Efficiency; Textile Industry; Foreign Trade,0
90,Bladder Fibrosis; Dual-Luciferase Reporter; Hypoxia-Induced Bladder; Cytokine Signaling; Signaling Axis; Phenotypic Changes,1
91,Gastric Volvulus; Immersion Endoscopy; Endoscopic Reduction; Visual Field; Balloon-Attached Endoscope; Intragastric Pressure,1
92,Novel Dynamic; Dynamic Simulated; Simulated Ardl; Economic Growth; Financial Development; Carbon Dioxide,0
93,Mild-To-Moderate Acne; Acne Vulgaris; Conventional Dose; Pulsed Doses; Low-Daily Dose; Systematic Review,1
94,A; B,1
95,Mixed Müllerian; 12-Y-Old Goat,1
96,Antithrombotic Therapy; Require Oral; Stent Thrombosis; Undergoing Percutaneous; Percutaneous Coronary; Coronary Intervention,1
97,Biogas Production; Nonlinear Regression; Production Rate; Regression Models; Suspended Solids; Neural Network,0
98,Fungal Virulence; Filamentous Fungi; Peroxisomal Functions; Infection Structures; Plant Infection,1
99,Ultrasound Examination; Physical Examination,1
100,Traumatic Brain; Brain Injury; Neurological Recovery,1
101,Eudesmane Sesquiterpene; Aerial Parts; Artemisia Vulgaris; Sesquiterpene Glucosides,1
102,Social Safety; Sustainable Development,0
103,Hydrate Mucus; Adherent Mucus; Mucus Plaques; Transport Rates; Mucus Transport,1
104,Mathematical Model; Third Surge; Second Shots,1
105,A; B,1
106,Chiral Hydrogen-Bonding,1
107,Tumor Burden; Residual Disease; Ctdna Levels; Colorectal Cancer,1
108,Medullary Bone; Male Budgerigars; Sexually Mature; Budgerigars Submitted; Bone Density; Cell Tumor,1
109,Volatile Organic; Respiratory Health; Organic Compounds; Human Health; Health Risk; Textile Dyeing,0
110,Health Burden; Short-Term Exposure; Premature Mortalities; Economic Loss; Hospital Admissions; Respiratory Disease,0
111,Renewable Energy; Remote Areas; Energy System; Hybrid Renewable; Demand-Side Management; Design Scheme,0
112,Irrigation Water; Water Scarcity; Water Supply; Water Allocation; Agricultural Irrigation; Water Resources,0
113,Soybean Meal; Meal Extract; Memory Preservation; Presynaptic Function; Protein Kinase; Memory Function,1
114,Oxidative Metabolism; Human Hepatocytes,1
115,Economic Growth; South Asian; Asian Countries; Inverted U-Shape; Developing Countries,0
116,Carbon Dioxide; Dioxide Emissions; Efficiency Penalties; Supercritical Carbon; Dioxide Cycle; Oxy-Fuel Combustion,0
117,Diabetic Mice; Glomerular Endothelial; Ob/Ob Mice; Endothelial Caveolin-1; Btbr Ob/Ob; Sglt2 Inhibitor,1
118,Valuable Products; Climate Change,0
119,Aspirin Prescribing; Prescribing Pattern; Guidelines-Adherence Evaluation; Primary Prevention; Cardiovascular Diseases; Teaching Hospital,1
120,Boron Neutron; Capture Therapy; Subcutaneous Xenografts; Adenocarcinoma Sw-620; Neutron Capture,1
121,Solid Oxide; Oxide Fuel; Fuel Cell; Inlet Temperature; Multigeneration Plant; Exergetic Efficiency,0
122,Marine Sponges; Compounds Extracted; Antiparasitic Agents,1
123,Light Intensity; Psii Reaction; Pool Size; Pmol Mg-1,1
124,Sodium Sulfate; Early-Age Strength; Cement Paste; C-S-H Seeds; Blended Cement; High Content,0
125,Challenging Behaviors; Online Modules; Young Children; Challenging Behavior; Behavior Online,1
126,Riverine Ecosystem; Environmental Flows; Environmental Management; Management Classes; Power Production; Liujiaping-Yumitan Cascade,0
127,Respiration Rate; Central Adenosine,1
128,Structural Change; Economic Progress; Renewable Energy; Energy Consumption; Spectral Causality; Also Show,1
129,Energy Consumption; Clean Energy; Factor Allocation; Pollution Emissions; Fossil Energy; Spatial Aggregation,0
130,Environmental Degradation; South Asian; Asian Countries; Political Institutions; Institutional Quality; Study Also,0
131,Profit Growth; Growth Pattern; Technical Personnel,1
132,A; B,1
133,Green Roof; Surface Temperature; Interior Surface; Test Boxes; Energy Demand,0
134,Hollow Nanopolyhedrals; Co3O4 Hollow; Synergetic Ptnp; Prostate-Specific Antigen; Dual-Channel Homogeneous; Magnetic Beads,1
135,Exploratory Activity; Rhesus Monkeys; Learning Ability; Male Rhesus; Macaca Mulatta; Papio Hamadryas,1
136,Heat Supply; District Heating; Distribution Temperatures; Lower Distribution; Supply Costs; Heat Distribution,0
137,Surface Temperature; Maximum Surface; Internal Structure; Cool Pavement; Pavement Materials,1
138,In-Plane Technique,1
139,Social Support,1
140,Ovarian Cancer; Ptprz1 Expression; Poor Prognosis; Pi3K/Akt/Mtor Pathway; Blocking Pi3K/Akt/Mtor; Ptprz1 Might,1
141,Drip Irrigation; Nitrogen Fertilizer; Fertilization Regimes; Border Irrigation; Fertilizer Levels; Different Irrigation,0
142,Food Security; Water Resources; Northwest China; Food Consumption; Energy Industry; Population Growth,0
143,Techno-Economic Analysis,0
144,Statistically Significant; Significant Coefficient; Infrastructure Investments; Transport Systems; Kuznets Curve; Significant Parameter,0
145,Institutional Ethnography; Healthcare Professionals; Healthcare Systems,1
146,Income Inequality; Economic Growth; Income Distribution; Developing Countries,0
147,Cereal Products; Health Risk; Probabilistic Health; Risk Assessment; Polycyclic Aromatic; Aromatic Hydrocarbons,1
148,Trade Openness; Economic Growth; Human Capital; Southern Asia; Western Asia; Significant Impact,0
149,Agricultural Policy; Environmental Sustainable; Sustainable Value; Small Farms; Common Agricultural,0
150,Cause Negative; Negative Shocks; Asymmetric Fourier; Fourier Causality; Causality Test; Positive Shocks,0
151,Trade Openness; Electricity Consumption; Renewable Electricity; Economic Growth; Dependent Variable,0
152,Recycled Glass; Marble Dust; Waste Materials; Glass Sand; Concrete Production; Economic Sustainability,0
153,Covid-19 Pandemic; Covid-19 Vaccines,1
154,Medical Abortion,1
155,Smart City; City Construction; Promotion Effect; Across Cities; Heterogeneous Across,0
156,Collective Migration; Hippo-Yap Pathway; Oscc Cells; Oscc Lines,1
157,Green Brand; Green Companies; Sustainable Development; Development Goals,0
158,A; B,1
159,Struvite Pyrolysate; Composting Leachate; Recover Ammonium; Ammonium Nitrogen; Particle Size; Pyrolysate Cycling,0
160,Cdkn2A Vuss; Functionally Deleterious; Likely Pathogenic; Uncertain Significance; Germline Cdkn2A; Cdkn2A Variants,1
161,Basic Psychological; Psychological Needs; Individual Differences; Responsible Gambling,1
162,Polish Version; Vass Scale; Psychometric Properties,1
163,Flat Plate; Cooling Approaches; Improvement Rate; Electrical Gain; Active Cooling; Plate Closed-Loop,0
164,Electrochemical Oxidation; Qsar Models; Quantitative Structure-Activity; Prepare Qsar; Structure-Activity Relationship; Experimental Conditions,1
165,Biomass Gasification; Biomass Gasification-Based; Gasification-Based Mini-Grids; Diesel Generation,0
166,Biomass Energy; Dynamic Autoregressive-Distributed; Energy Consumption; Environmental Pollution,0
167,Anaerobic Digestion; Digestion Followed; Ct/Kwh Exergy; Life Cycle; Oil-Eq/Kwh Exergy; Treatment Options,0
168,Descending Colon; Multiple Lcnecs; Cell Neuroendocrine; Large Cell; Case Report,1
169,Ammonia Excretion; Ammonia Metabolism; Acid-Base Homeostasis; Phosphoenolpyruvate Carboxykinase; Na+-Bicarbonate Cotransporter; Phosphate-Dependent Glutaminase,1
170,Matrix Protein; Mesenchymal Stem,1
171,Myocardial Infarction; Isoproterenol-Induced Myocardial; Without Comorbidities,1
172,Spatial Analysis; Agricultural Systems; Drought Vulnerability,0
173,Urban Digital; Digital Twins; Collaborative Processes; Smart Cities; General Public; Digital Twin,0
174,Spine Fractures; Thoracolumbar Spine; Radiological Diagnosis; Spine Committee; Literature Review,1
175,Compressive Strength; Transformed Infrared; Elaborated Materials; Aluminum Silicate; Fourier Transformed; Silicate Hydrate,0
176,Subcutaneous Treprostinil; Pulmonary Arterial; Arterial Hypertension,1
177,Economic Growth; Covid-19 Deaths; Pollution Concentration,0
178,Sexual Development; Germline Stem; Stem Cells,1
179,Circular Economy; Cultural Heritage; Heritage Buildings; Adaptive Reuse; Reduce Environmental; Environmental Impacts,0
180,Nicotiana Benthamiana; Monoclonal Antibody; Different Mabs,1
181,Ecological Footprint; Household Consumption; Environmental Carrying; Carrying Capacity,0
182,Consolidated Bioprocessing; Cob-Derived Hemicellulose; Corn Cob-Derived; Ethanol Production; Economic Costs; Whole-Cell Biocatalysts,0
183,Sporadic Meningiomas,1
184,Homeless People; Universal Credit; Formerly Homeless,1
185,Technological Innovation; Energy Efficiency; Highest Tfee; Tfee Scores; Central Region; Stage Includes,0
186,Energy Consumption; Ecological Footprint; Economic Growth; Nonrenewable Energy; Environmental Sustainability; Renewable Energy,0
187,Resuscitation Training; Cardiopulmonary Resuscitation; General Public; Scoping Review,1
188,Wastewater Treatment; Treatment Works,1
189,Water Quality; Physicochemical Variables; Interpolation Maps; Assess Water; Tehuacán Valley; Good Quality,1
190,Rice Production; Production Systems; Establishment Technologies; Highest Yield; Seeded Rice; Water Productivity,0
191,Circulating Cell-Free; Cell-Free Mitochondrial,1
192,Chinese Pangolin; Endemic Subspecies; Complete Mitogenome; Three Subspecies,1
193,Intergroup Psychology; Covid-19 Vaccine,1
194,Influencing Factors; Representative Cities; Generation Quantities; Solid Waste; Municipal Solid,0
195,Coal Consumption; South Africa; Economic Expansion; Total Natural; Natural Resource,0
196,Complete Self-Sufficiency; Energy Production; Fuel Cells; Energy Self-Sufficiency; Hydrogen Fuel; Complete Energy,0
197,Stromal Ratio; Recurrence Patterns; Pdac Patients; Liver Metastasis; Neoadjuvant Chemotherapy; Borderline Resectable,1
198,Haze Pollution; Environmental Regulations; Statistical Significant,0
199,Carbon Emissions; Financial Development; Different Proxies; Quantile Regression; Top-Ten Emitter,0
200,Heart Disease; Endocardial Fibroelastosis; Immune Globulin; Survival Rates; 1-Year Survival; Fetal Heart,1
201,Stock Returns; Demand Shocks; Supply Shocks; Stock Market; Market Returns; Price Shocks,0
202,Biomass-Derived Organic; Organic Substances; Water Splitting,0
203,A; B,1
204,Cooperative Green; Green Innovation,1
205,Computationally Efficient; Regressions Model; Efficient Bayesian; Trait Loci; Quantitative Trait; Graphical Structure,1
206,Corroded Casing; Risk Assessment; Casing Risk; Analytic Hierarchy; Hierarchy Process; Fuzzy Comprehensive,0
207,Rural Economies,0
208,Health Data; Data Sharing; Service Providers; Smart Contracts,1
209,Trem-1 Inhibition; Coding Sequence; Lr12 Peptide,1
210,Brown-Sequard Syndrome; Epidural Hematoma; Epidural Injection; Cervical Epidural; Contralateral Sensory; Sensory Loss,1
211,Pdev Inhibition; Pre-Heart Failure; Clearance Study; Improve Renal; Filtration Rate; Glomerular Filtration,1
212,Working Memory; Control Group; Experimental Group; Sustained Attention; Secondary Construct,1
213,A; B,1
214,Medicines Effectively,1
215,Bi-Level Programming; Power Plants; Proposed Strategy; Reactive Power; Layer Aims; System Security,0
216,Chronic Lymphocytic; Lymphocytic Leukemia; Side Effects; Safety Profile,1
217,Energy System; Energy Demand; Energy Storage; Hybrid Plant; Proposed Energy,0
218,Carbon Emission; Emission Intensity; Spatiotemporal Regularity; Bohai Economic; Spillover Effect; Spatial Correlation,0
219,A; B,1
220,Chiral Homhs; Chiral Hybrid,1
221,Prediction Intervals; Vaccination Rates; Growth Rates; Har-G-V Model; Interval Score; Covid-19 Cases,1
222,Allocation Approaches; Operating Space; Safe Operating; Four Economies; Global Safe; Climate Change,0
223,Urban Land; Study Period; Pattern Indicators; Correlation Analysis; Partial Least; Least Squares,0
224,Energy Systems; Energy System; Systems Development; Clean Energy; Emerging Economy; Sustainability Assessment,0
225,Aggregation States; Molecular Probe; Multiple Outputs; Multiple Inputs,1
226,Environmental Innovation; Renewable Energy; Carbon Emissions; Consumption-Based Carbon; Relevant Climate; Climate Policy,0
227,Ecological Footprint; Financial Development,0
228,A; B,1
229,Extrinsic Subunits; Provides Insight; Binding Energies; Calculated Binding; Binding Simulations; Psii Biogenesis,1
230,Agricultural Feedstock; Restaurants Tends; Anaerobic Fermentation; Anaerobic Consortia,0
231,Thermal Energy; Energy Management; Saving Applications; Oxide Nanoparticles; Change Materials; Phase Change,0
232,Cellular Functions; Angii-Induced Vsmcs; Chromodomain Helicase; Chd1L Knockdown; Phenotypic Switching; Binding Protein,1
233,Visual Imagery; Mental Representation; Healthy Weight; Body Uneasiness; Body Image; Imagery Skills,1
234,Member Countries; Current Study; Oecd Member; Environmental Sustainability; Labour Force; Oecd Countries,0
235,Pv/Battery System; Teaching-Learning-Based Optimization; Optimization Algorithm; Present Cost; Tlbo Algorithm; Different Cities,0
236,Environmental Degradation; Environmental Quality,0
237,Treatment Technologies; Production Wastewater; Yeast Production,1
238,Non-O Blood; Chronic Thromboembolic; Thromboembolic Pulmonary; Pulmonary Hypertension; Acute Pulmonary; Pulmonary Embolism,1
239,Chronic Eosinophilic; Eosinophilic Leukemia; Fip1L1-Pdgfra-Positive Chronic,1
240,Acquisition Price; Dual-Function Acquisition; Collection Process; Price Strategy; Social Sustainability; Sustainable Clsc,0
241,Extreme Learning; Discharge Coefficient; Learning Machine; Shape Factor; Input Parameters; Superior Model,1
242,Ultraviolet Photoacoustic; Tissue Specimens; Human Glioma; Histology Imaging; Photoacoustic Microscopy; Quantitative Ultraviolet,1
243,Multi-Photon Absorption,1
244,Covid-19 Pandemic; Research Findings; Tourist Activities; Sustainable Development,0
245,Leaf Blight; Xanthomonas Oryzae,1
246,Spartina Saltmarsh; Chongming Island; Time Series; Series Landsat; Landsat Images; Coastal Wetlands,0
247,A; B,1
248,Life Cycle; Methanol Production; Carbon Dioxide; Sensitivity Analysis; Cycle Assessment; Environmental Performance,0
249,Cotton Plant; Sewage Sludge; Lowest Value; Cottonseed Yield; Lint Yield,1
250,Urbanization Growth; Environment Carrying; Carrying Capacity; Provincial Perspective; Coordination Performance; Resource Environment,0
251,Bodipy Based; Anti-Cancer Drug; Based Mocs; Based Metal-Organic; Metal-Organic Macrocycles,1
252,Respiratory Epithelial; Sinonasal Hamartomas; Chondromesenchymal Hamartoma; Epithelial Adenomatoid; Adenomatoid Hamartoma; Nasal Chondromesenchymal,1
253,Reverse Osmosis; Diesel Generator; Hybrid Energy; Optimal Case; Energy System; Present Cost,0
254,Thyroid Nodules,1
255,Spatially Resolved; Immersive Environments; Expression Profiles; Virtual Reality; Resolved Transcriptomics,1
256,Levelized Cost; Wind Energy; Hydrogen Production; Payback Period; Degradation Rate; Energy Efficiency,0
257,International Development; Circular Economy; Human Development,0
258,Environmental Regulation; Green Productivity; Strategic Interaction; Local Region; Pollution Refuge; Adjacent Regions,0
259,Hybrid Plant; Thermal Energy; Energy Storage; Control Schemes; Thermal Storage; Solar Energy,0
260,Health Care; Income Groups; Care Expenditure; Increased Health; Environmental Pollution; Health Expenditure,0
261,Renewable Energy; Energy Consumption; Trade Openness; Financial Development; Capital Flows; Asymmetric Relationship,0
262,A; B,1
263,Water-Energy-Carbon Emissions; Emissions Nexus; Consumption Coefficients; Heavy Industry; Emission Coefficients; Service Industry,0
264,Kirschner Wires; Hypodermic Needles; Tendon Failure; Tendon Rupture,1
265,Triangular Fibrocartilage; Fibrocartilage Complex; Foveal Footprint; Arthroscopic Transosseous; Distal Radioulnar; Transosseous Foveal,1
266,Vascular Endothelial; Endothelial Growth; Growth Factor,1
267,Eecc Performance; Ecological Environment; Environment Carrying; Carrying Capacity; Load-Carrier Perspective; Overall Eecc,0
268,Power System; Molten Carbonate; Carbonate Fuel; Fuel Cell; Proposed System; System Yields,0
269,Gene Expression; Severe Obesity; Intra-Abdominal Adipose; Premenopausal Women; Col6A3 Expression; Inflammation Markers,1
270,Purpose Exploration; Peer Support; Purpose Commitment; Middle Adolescence; 11Th Grade; 10Th Grade,1
271,Open-Pit Mining; Google Earth; Land Reclamation; Inner Mongolia; Shengli Coalfield; Landtrendr Algorithm,0
272,Coastal Zone; Priority Scenario; Ecosystem Service; Protection Priority; Land Use/Cover; Use/Cover Change,0
273,Longitudinal Modulus,1
274,Delivery Robots; Self-Driving Delivery,1
275,Artificial Intelligence; Smart Logistics; Deep Learning; Machine Learning,0
276,Esrd Patients; Structural Connectivity; Cortical Structural; Fiber Connectivity; Serum Creatinine; Connectivity Density,1
277,Industrialized Construction; Action Research; Construction Industry; On-Site Industrialization; Research Phase; Construction Method,0
278,Non-Traditional Ports; Cocaine Trafficking; Cocaine Departure; Counter-Intuitive Routes,1
279,Vulture Species; Vulture Health; Free-Living Vulture; South America; Free-Living Vultures; Infectious Diseases,1
280,Community Care; Vertical Integration; Care Organisations,1
281,Tourism Development; Extended Version; Environmental Kuznets; Kuznets Curve; Tourist Destination; Destination Countries,0
282,Neonatal Resuscitation; Resuscitation Guidelines,1
283,Mixed Samples; Combining Minion; Mtdna Haplotypes; Files Produced; Viewed Using; Three Contributors,1
284,Wind Power; Stochastic Scheduling; Power Uncertainty; Different Energy; Renewable Energy; Power System,0
285,Grass Flies; Host Plants; Discriminant Analysis; Host Plant; Anterior Process; Plant Diversity,1
286,Temporal Dynamics; Irrelevant-Matching Stimuli; Capture Attention; Relevant-Matching Stimuli; Working Memory; Memory Sample,1
287,Techno-Economic Assessment; Time Resources; Decision Making,0
288,Cell Cycle; Phase Cells; Diabetic Nephropathy; Pi3K/Akt/As160/Glut1 Signalling; Signalling Pathway,1
289,Complete Tumor; Primary Malignant; Malignant Melanoma; Female Urethra,1
290,A; B,1
291,Sleep Staging; Lightweight Automatic; Edge Artificial; Staging Model; Sleep-Edfx Dataset; Artificial Intelligence,1
292,Distal Radial; Articular Surface; Distal Ulna; Radial Fractures; True Shortening; Lateral Radiographs,1
293,Unbiased Estimation; Linear Augmented; Uncertain Systems; Mimo Uncertain,1
294,Operational Lifetime; Melting Encapsulation; Encapsulation Strategy; Ambient Environment; Solar Cells; Perovskite Solar,0
295,Thoracolumbar Spine; Spine Fractures; Elderly Population; Spine Committee,1
296,Hybrid Energy; Energy System; Power Generation; Energy Converter; Hybrid System; Wave Energy,0
297,Mrio Models; International Trade; International Inequality,0
298,Epidemic Curve,1
299,Stationary Energy; Energy Storage; Battery Ageing,0
300,Solution Measures; Sscm Challenges; Supply Chain; Circular Economy; Sscm Adoption; Overcome Sscm,0
301,Different Organs; Amazonian Manatee; Trichechus Inunguis; Trace Elements,1
302,Nighttime Light; Eastern Coastal; Coastal China; Energy Consumption; Light Datasets; Emissions Reduction,0
303,Energy Storage; Thermal Energy; Energy Density; High-Temperature Thermal; Thermoelectric Generator; Rankine Cycle,0
304,Trace Elements; Dietary Supplements; Saudi Arabia,1
305,Building Integrated; Photovoltaic/Thermal Collector; Collector Prototypes; Solar Systems; Passive Effects,0
306,Energy Industry; Energy Investment; Carbon Emissions; Economic Growth; Low-Carbon Development,0
307,Carbon Emission; Emission Efficiency; Carbon Efficiency; Urbanization Level; Carbon Emissions; Growth Rate,0
308,Field Hospital,1
309,Online Learning; Learning Self-Efficacy; Management System; System Self-Efficacy; Learning Management; Academic Self-Efficacy,1
310,Electricity Consumption,0
311,Tumor Cells; Effective Drug; Drug Delivery; Multidrug Resistance,1
312,Meso-Moo2 /Mop-Nbs; Electronic Structure; Structure Modulation; Fast Electronic/Ionic; Electronic/Ionic Diffusion; Diffusion Kinetics,1
313,-350 Electrocatalyst; Nitrogen Reduction; Active Sites,1
314,Crop Residue; Renewable Energy; Power Generation; Crop Yield; Biomass Resource; Power Plants,0
315,Product Cost; Multi-Objective Optimization; Hydrogen Production; Production Plant; Heat Recovery; Exergy Efficiency,0
316,Institutional Quality; Energy Consumption; Renewable Energy; Mean Group; Developing Countries,0
317,Energy Intensity; Carbon Emission; Trade Openness; Ecological Modernization; Among Energy; Transition Theories,0
318,Renewable Energy; Ecological Footprint; Real Output; Financial Development; Globalization Granger-Cause,0
319,Social Problems; Cross-Sectional Study; Daily Living; Individual Adaptations,1
320,Energy Consumption; Economic Growth; Cointegration Tests; Study Variables; Granger Causality,0
321,Ecosystem Innovation; Innovate Towards; Greater Circularity; Circular Ecosystem,0
322,Wind Farms; Floating Wind; Marine Spatial; Offshore Wind; Floating Offshore,0
323,Heavy Drinking; Drinking Days; Autonomy Support; Instructive Language; Unhealthy Alcohol; Social Workers,1
324,Cerebral Oximetry; Narrative Review; Cerebral Desaturation,1
325,Mouse Models; Neuropsychiatric Issues; Psychiatric-Like Impairments; Cerebellar Degeneration; Implicated Gene,1
326,Gscm Practices; Technical Gscm; Supply Chain; Chain Management; Green Supply; Emerging Markets,0
327,A; B,1
328,Phytochemical Composition; Determined Using; Litsea Elliptica; Investigated Using; Elliptica Leaves; Methanolic Extract,1
329,Face Masks; Littered Face; Location Intelligence; Smart City; Emergency Response; Biomedical Waste,1
